brand,model,model_year,milage,fuel_type,transmission,accident,price,engine_hp,brand_id,model_id,fuel_type_id,transmission_norm,age
Mercedes-Benz,CLA-Class CLA 250,2016,43,Gasoline,Transmission w/Dual Shift Mode,1,22999,208.0,36,350,3,2,9
BMW,330 330i xDrive,2019,19,Gasoline,A/T,0,31698,232.0,4,46,3,0,6
Volkswagen,Beetle 2.0T S,2019,35,Gasoline,A/T,0,23000,174.0,54,299,3,0,6
Mercedes-Benz,CLK-Class CLK 350,2008,93,Gasoline,7-Speed A/T,1,12000,268.0,36,353,3,0,17
Audi,RS 7 4.0T Prestige,2014,66,Gasoline,8-Speed A/T,1,47995,560.0,3,1311,3,0,11
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2022,19,Plug-In Hybrid,8-Speed A/T,0,54599,455.0,55,1819,5,0,3
Land,Rover Range Rover Supercharged LWB,2020,81,Gasoline,A/T,0,64800,518.0,26,1437,3,0,5
Toyota,Sequoia Limited,2011,183,Gasoline,6-Speed A/T,0,16000,381.0,53,1527,3,0,14
Jeep,Wrangler X,2004,44,Gasoline,Manual,1,24999,190.0,22,1781,3,1,21
Audi,S5 3.0T Premium,2021,18,Gasoline,8-Speed A/T,0,51800,349.0,3,1469,3,0,4
Land,Rover Range Rover Sport Supercharged,2011,40,Gasoline,Transmission w/Dual Shift Mode,1,20000,510.0,26,1433,3,2,14
Mercedes-Benz,Sprinter 2500,2011,120,Diesel,5-Speed A/T,0,31999,188.0,36,1610,0,0,14
Toyota,Sequoia Platinum,2023,325,Hybrid,10-Speed A/T,0,84997,437.0,53,1528,4,0,2
Maserati,Quattroporte S GranLusso,2017,55,Gasoline,A/T,0,39100,405.0,32,1272,3,0,8
Ford,Mustang Bullitt,2019,48,Gasoline,6-Speed Manual,1,44999,480.0,14,1118,3,1,6
RAM,2500 Tradesman,2018,52,Diesel,6-Speed A/T,0,50000,350.0,44,30,0,0,7
Toyota,FJ Cruiser Base,2007,179,Gasoline,A/T,1,17900,239.0,53,705,3,0,18
Dodge,Charger Scat Pack,2019,43,Gasoline,8-Speed A/T,0,42000,485.0,11,459,3,0,6
Lexus,GX 460 Base,2018,66,Gasoline,Transmission w/Dual Shift Mode,1,34700,301.0,27,792,3,2,7
Genesis,GV80 2.5T,2022,8,Gasoline,8-Speed A/T,0,54543,213.0,16,791,3,0,3
Jaguar,F-PACE 30t R-Sport,2019,34,Gasoline,A/T,0,59598,232.0,21,693,3,0,6
Kia,Sportage S,2021,17,Gasoline,6-Speed A/T,0,24995,190.0,24,1607,3,0,4
Mercedes-Benz,S-Class S 580 4MATIC,2022,8,Hybrid,9-Speed A/T,0,104999,496.0,36,1454,4,0,3
Porsche,Panamera Base,2018,61,Gasoline,Transmission w/Dual Shift Mode,0,57500,330.0,43,1188,3,2,7
INFINITI,QX80 Base,2018,101,Gasoline,7-Speed A/T,0,23105,384.0,20,1266,3,0,7
Ford,Maverick Lariat,2022,14,Hybrid,CVT Transmission,0,39500,191.0,14,1049,4,0,3
Kia,Telluride SX,2021,39,Gasoline,8-Speed A/T,0,42242,352.0,24,1685,3,0,4
Chevrolet,Colorado Z85,2005,155,Gasoline,A/T,1,7995,220.0,9,473,3,0,20
Mercedes-Benz,E-Class E 550,2017,56,Gasoline,Transmission w/Dual Shift Mode,0,35750,402.0,36,554,3,2,8
Land,Rover Range Rover Sport SVR,2022,15,Gasoline,8-Speed A/T,0,114900,447.0,26,1431,3,0,3
Toyota,Corolla Hybrid LE,2022,44,Hybrid,A/T,0,22945,121.0,53,498,4,0,3
Mercedes-Benz,E-Class E 300 4MATIC,2017,31,Gasoline,A/T,1,38000,241.0,36,548,3,0,8
Mercedes-Benz,SLK-Class SLK 350,2012,44,Gasoline,Transmission w/Dual Shift Mode,1,22222,302.0,36,1500,3,2,13
Mercedes-Benz,E-Class E 400 4MATIC,2018,23,Gasoline,9-Speed A/T,0,47645,341.0,36,552,3,0,7
Jeep,Wrangler X,2003,116,Gasoline,4-Speed A/T,0,14250,210.0,22,1781,3,0,22
Lincoln,Navigator Premiere,2018,24,Gasoline,10-Speed A/T,1,50000,450.0,28,1147,3,0,7
Chevrolet,Corvette Base,2008,28,Gasoline,Transmission w/Dual Shift Mode,0,31000,430.0,9,505,3,2,17
GMC,Yukon XL Denali,2016,138,Gasoline,A/T,1,29500,420.0,15,1872,3,0,9
Mercedes-Benz,Metris Base,2021,2,Gasoline,9-Speed A/T,0,157500,232.0,36,1077,3,0,4
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,350,Gasoline,Transmission w/Dual Shift Mode,0,195000,523.0,26,1418,3,2,2
Ford,Explorer XLT,2017,169,E85 Flex Fuel,A/T,0,13000,290.0,14,650,1,0,8
Chevrolet,Camaro 2SS,2010,9,Gasoline,Manual,0,30000,426.0,9,401,3,1,15
BMW,750 i xDrive,2020,25,Gasoline,8-Speed A/T,0,66000,523.0,4,133,3,0,5
Land,Rover Range Rover 3.0L Supercharged HSE,2016,103,Gasoline,Transmission w/Dual Shift Mode,0,33999,380.0,26,1397,3,2,9
Porsche,911 Carrera 4 Cabriolet,2003,88,Gasoline,Transmission w/Dual Shift Mode,1,32000,315.0,43,145,3,2,22
Mercedes-Benz,CLA-Class CLA 250,2015,77,Gasoline,A/T,1,15999,208.0,36,350,3,0,10
Mercedes-Benz,Metris Base,2019,10,Gasoline,A/T,0,79500,208.0,36,1077,3,0,6
Mercedes-Benz,E-Class E 350 4MATIC,2011,199,Gasoline,7-Speed A/T,0,9250,268.0,36,550,3,0,14
Lexus,LS 460 L,2007,128,Gasoline,8-Speed A/T,0,9999,380.0,27,927,3,0,18
BMW,X6 xDrive40i,2023,16,Hybrid,A/T,0,71400,335.0,4,1811,4,0,2
Audi,S5 3.0T Prestige,2021,14,Gasoline,1-Speed A/T,0,57900,341.0,3,1471,3,0,4
Audi,Q7 Premium Plus,2022,23,Hybrid,A/T,0,52598,341.0,3,1251,4,0,3
Jaguar,XE 25t,2019,41,Gasoline,Transmission w/Dual Shift Mode,1,22500,247.0,21,1832,3,2,6
Genesis,G80 3.3T Sport,2019,58,Gasoline,A/T,0,32990,365.0,16,755,3,0,6
BMW,M2 Competition,2020,500,Gasoline,7-Speed A/T,0,70000,405.0,4,966,3,0,5
Subaru,Impreza WRX Premium,2014,55,Gasoline,5-Speed Manual,0,30000,265.0,50,899,3,1,11
GMC,Sierra 2500 Base,2021,8,Gasoline,A/T,0,55000,401.0,15,1547,3,0,4
Lincoln,Nautilus Reserve,2021,18,Gasoline,8-Speed A/T,0,46850,273.0,28,1142,3,0,4
Jaguar,XF XFR-S,2013,4,Gasoline,8-Speed A/T,0,70000,550.0,21,1842,3,0,12
Mercedes-Benz,Sprinter Normal Roof,2013,40,Diesel,A/T,1,54995,188.0,36,1617,0,0,12
Toyota,Land Cruiser Base,1998,160,Gasoline,4-Speed A/T,1,12490,230.0,53,948,3,0,27
Toyota,Tacoma PreRunner,2013,65,Gasoline,A/T,0,20500,159.0,53,1663,3,0,12
BMW,Z4 sDrive28i,2016,59,Gasoline,8-Speed A/T,0,25000,240.0,4,1880,3,0,9
BMW,530e Base,2022,23,Plug-In Hybrid,A/T,0,47000,288.0,4,101,5,0,3
Mercedes-Benz,GLA 250 Base 4MATIC,2018,57,E85 Flex Fuel,7-Speed A/T,0,20900,208.0,36,763,1,0,7
Hyundai,Genesis 4.6,2010,153,Gasoline,Transmission w/Dual Shift Mode,1,10000,378.0,19,802,3,2,15
Cadillac,ATS 3.6L Luxury,2013,90,Gasoline,6-Speed A/T,0,17999,321.0,8,242,3,0,12
Lincoln,Town Car Signature,2002,119,Gasoline,A/T,1,5230,220.0,28,1707,3,0,23
GMC,Sierra 1500 SLT,2021,23,Gasoline,A/T,0,52000,420.0,15,1545,3,0,4
Mercedes-Benz,Sprinter High Roof,2015,110,Diesel,A/T,0,29000,188.0,36,1616,0,0,10
Jaguar,XJ Vanden Plas,2008,88,Gasoline,6-Speed A/T,0,11990,300.0,21,1844,3,0,17
Lexus,RC 350 Base,2015,74,Gasoline,6-Speed A/T,0,26999,309.0,27,1292,3,0,10
Audi,S3 2.0T Premium Plus,2015,78,Gasoline,6-Speed A/T,0,21500,292.0,3,1460,3,0,10
Subaru,WRX Limited,2015,91,Gasoline,6-Speed Manual,1,19000,268.0,50,1758,3,1,10
Dodge,Ram 2500 SLT Quad Cab,2003,114,Gasoline,5-Speed A/T,1,10700,345.0,11,1345,3,0,22
Subaru,WRX Limited,2015,76,Gasoline,6-Speed Manual,0,21000,268.0,50,1758,3,1,10
Audi,RS 4 4.2 quattro L,2008,146,Gasoline,6-Speed Manual,1,30000,420.0,3,1305,3,1,17
Porsche,911 Carrera,2007,26,Gasoline,6-Speed Manual,0,53999,325.0,43,143,3,1,18
Audi,A4 2.0T Premium Plus,2015,73,E85 Flex Fuel,A/T,1,17200,220.0,3,170,1,0,10
Audi,A4 3.2 Premium Plus quattro,2009,153,Gasoline,6-Speed A/T,0,8700,265.0,3,175,3,0,16
Ford,Excursion Limited,2003,68,Diesel,5-Speed A/T,0,30000,325.0,14,627,0,0,22
Ford,Excursion Limited,2004,170,Gasoline,A/T,0,8500,310.0,14,627,3,0,21
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,53,Gasoline,Transmission w/Dual Shift Mode,0,47500,510.0,26,1424,3,2,8
Audi,Q8 3.0T Prestige,2019,55,Hybrid,A/T,1,48500,335.0,3,1256,4,0,6
BMW,X5 xDrive35i,2016,89,Gasoline,8-Speed A/T,0,24000,300.0,4,1803,3,0,9
Ford,Bronco Base,2022,6,Gasoline,7-Speed Manual,0,49000,275.0,14,319,3,1,3
Ford,F-150 XLT,2021,52,Gasoline,10-Speed A/T,0,42388,447.0,14,670,3,0,4
Hyundai,Genesis Coupe 3.8 Track,2013,89,Gasoline,6-Speed Manual,1,12500,344.0,19,809,3,1,12
Toyota,Camry LE,1999,86,Gasoline,A/T,1,3500,133.0,53,409,3,0,26
Mercedes-Benz,E-Class E 400 4MATIC,2018,45,Gasoline,9-Speed A/T,0,39853,341.0,36,552,3,0,7
Audi,S5 3.0T Prestige,2022,15,Gasoline,1-Speed A/T,0,61900,341.0,3,1471,3,0,3
Buick,Enclave Premium,2017,139,Gasoline,6-Speed A/T,1,17550,304.0,7,591,3,0,8
Lamborghini,Gallardo LP560-4,2010,45,Gasoline,6-Speed A/T,0,109499,560.0,25,798,3,0,15
Ford,Mustang GT Premium,2011,101,Gasoline,6-Speed Manual,0,18500,412.0,14,1122,3,1,14
GMC,Yukon XL SLT,2016,93,Gasoline,A/T,1,30000,355.0,15,1873,3,0,9
Ford,Mustang V6 Premium,2013,62,Gasoline,6-Speed Manual,0,16000,305.0,14,1131,3,1,12
Lexus,IS-F Base,2008,75,Gasoline,8-Speed A/T,1,29000,416.0,27,888,3,0,17
BMW,435 i,2015,34,Gasoline,8-Speed A/T,0,28000,300.0,4,73,3,0,10
Land,Rover Range Rover Supercharged,2010,130,Gasoline,A/T,0,15500,510.0,26,1436,3,0,15
Mercedes-Benz,CLA-Class CLA 250,2014,76,Gasoline,Transmission w/Dual Shift Mode,1,16500,208.0,36,350,3,2,11
GMC,Yukon SLT,2010,194,E85 Flex Fuel,6-Speed A/T,1,9500,320.0,15,1869,1,0,15
BMW,535 i,2008,135,Gasoline,A/T,0,5699,300.0,4,102,3,0,17
Dodge,Charger GT,2021,33,Gasoline,Transmission w/Dual Shift Mode,1,26999,300.0,11,451,3,2,4
Hyundai,Genesis 3.8,2010,99,Gasoline,Transmission w/Dual Shift Mode,0,10340,290.0,19,801,3,2,15
Honda,Civic Type R Touring,2018,73,Gasoline,6-Speed Manual,1,35500,306.0,17,467,3,1,7
Dodge,Durango R/T,2016,135,Gasoline,A/T,0,20000,360.0,11,540,3,0,9
Chevrolet,Silverado 1500 Limited High Country,2022,3,Gasoline,10-Speed A/T,0,60000,355.0,9,1567,3,0,3
Jeep,Grand Cherokee Altitude,2020,35,Gasoline,8-Speed A/T,0,35470,304.0,22,840,3,0,5
RAM,1500 Laramie,2022,15,Gasoline,8-Speed A/T,0,46599,369.0,44,10,3,0,3
Chrysler,Crossfire Limited,2005,25,Gasoline,5-Speed A/T,0,13046,271.0,10,519,3,0,20
Nissan,Rogue SL,2019,30,Gasoline,A/T CVT,0,25884,213.0,39,1362,3,0,6
Mercedes-Benz,AMG GT 53 Base,2020,22,Hybrid,9-Speed A/T,0,83999,429.0,36,230,4,0,5
Acura,ILX Technology Plus Package,2017,68,Gasoline,Transmission w/Dual Shift Mode,1,15750,201.0,0,880,3,2,8
Land,Rover Range Rover P530 SE SWB,2023,3,Gasoline,8-Speed A/T,0,175000,523.0,26,1419,3,0,2
Ford,Expedition Platinum,2019,51,Gasoline,10-Speed A/T,0,48295,309.0,14,640,3,0,6
BMW,M3 Base,2008,134,Gasoline,6-Speed Manual,0,18500,414.0,4,970,3,1,17
INFINITI,M37 x,2012,49,Gasoline,7-Speed A/T,0,19900,330.0,20,975,3,0,13
BMW,650 i,2008,125,Gasoline,A/T,0,8000,360.0,4,115,3,0,17
Mazda,RX-8 Grand Touring,2008,81,Gasoline,6-Speed Manual,0,8500,232.0,34,1331,3,1,17
Porsche,Boxster Base,1999,72,Gasoline,5-Speed Manual,0,12250,201.0,43,311,3,1,26
Acura,ILX Premium & A-SPEC Packages,2019,20,Gasoline,8-Speed A/T,0,25000,201.0,0,878,3,0,6
Porsche,911 Carrera S,2017,21,Gasoline,7-Speed Manual,0,105000,420.0,43,153,3,1,8
Lexus,LX 570 Base,2016,34,Gasoline,8-Speed A/T,0,62900,383.0,27,932,3,0,9
Toyota,Highlander Limited Platinum,2015,135,Gasoline,A/T,0,23500,270.0,53,865,3,0,10
Maserati,Ghibli Base,2015,73,Gasoline,8-Speed A/T,0,17999,345.0,32,810,3,0,10
Land,Rover Range Rover 3.0L Supercharged HSE,2017,55,Gasoline,A/T,1,58000,380.0,26,1397,3,0,8
Chevrolet,Cruze LTZ,2013,87,Gasoline,A/T,1,10000,138.0,9,527,3,0,12
BMW,325 xi,2006,138,Gasoline,6-Speed A/T,0,4000,215.0,4,42,3,0,19
Acura,MDX Technology,2008,184,Gasoline,A/T,0,5000,300.0,0,1002,3,0,17
Lincoln,MKC Base,2015,95,Gasoline,6-Speed A/T,1,14900,240.0,28,1006,3,0,10
Kia,Sportage Nightfall,2022,26,Gasoline,6-Speed A/T,1,27875,190.0,24,1605,3,0,3
Bentley,Arnage R,2003,55,Gasoline,4-Speed A/T,0,34995,400.0,5,267,3,0,22
Kia,Sorento LX,2021,54,Gasoline,A/T,0,23800,191.0,24,1596,3,0,4
Lexus,SC 430 Base,2002,110,Gasoline,5-Speed A/T,0,15000,300.0,27,1490,3,0,23
Land,Rover Range Rover Evoque Base,2012,92,Gasoline,6-Speed A/T,0,14500,240.0,26,1404,3,0,13
Acura,TLX Type S w/Performance Tire,2023,2,Gasoline,10-Speed A/T,0,53000,355.0,0,1645,3,0,2
GMC,Sierra 1500 SLE Crew Cab,2006,168,Gasoline,A/T,0,14500,295.0,15,1543,3,0,19
GMC,Sierra 1500 Denali Ultimate,2023,2,Gasoline,10-Speed A/T,0,84000,420.0,15,1539,3,0,2
Mercedes-Benz,E-Class E 400,2016,77,Gasoline,7-Speed A/T,1,24000,329.0,36,551,3,0,9
MINI,Hardtop Cooper,2019,20,Gasoline,6-Speed A/T,0,24000,134.0,31,857,3,0,6
Ford,Bronco Outer Banks Advanced,2023,3,Gasoline,10-Speed A/T,0,57000,275.0,14,324,3,0,2
Ford,Bronco,2021,4,Gasoline,10-Speed A/T,0,56900,273.0,14,316,3,0,4
Ford,F-350 Lariat Super Duty Crew Cab,2009,130,Diesel,5-Speed A/T,0,28900,350.0,14,688,0,0,16
Land,Rover Discovery Sport SE,2017,48,Gasoline,9-Speed A/T,0,24998,240.0,26,1388,3,0,8
GMC,Yukon XL SLT,2016,184,Gasoline,6-Speed A/T,1,22000,355.0,15,1873,3,0,9
Ford,Focus RS Base,2016,15,Gasoline,6-Speed Manual,0,39000,350.0,14,716,3,1,9
Ford,Bronco Badlands Advanced,2022,4,Gasoline,10-Speed A/T,0,65994,315.0,14,318,3,0,3
Hyundai,Genesis 5,2012,16,Gasoline,Transmission w/Dual Shift Mode,0,19000,429.0,19,803,3,2,13
Jeep,Wrangler Unlimited Rubicon,2022,2,Gasoline,8-Speed A/T,0,65500,285.0,22,1775,3,0,3
BMW,X4 xDrive30i,2022,35,Gasoline,A/T,0,46000,248.0,4,1794,3,0,3
Jaguar,F-PACE S,2020,36,Gasoline,A/T,0,46998,341.0,21,695,3,0,5
Acura,RSX Type S,2006,71,Gasoline,6-Speed Manual,0,14990,201.0,0,1316,3,1,19
Mazda,MX-5 Miata Base,2003,9,Gasoline,5-Speed Manual,0,22000,142.0,34,1020,3,1,22
GMC,Yukon XL SLT,2023,28,Gasoline,A/T,0,67800,355.0,15,1873,3,0,2
Mercedes-Benz,E-Class E 350 4MATIC,2008,92,Gasoline,5-Speed A/T,0,8900,268.0,36,550,3,0,17
INFINITI,G35 Base,2004,130,Gasoline,5-Speed A/T,0,7500,260.0,20,743,3,0,21
Cadillac,XTS Premium,2013,57,Gasoline,6-Speed A/T,1,21995,304.0,8,1861,3,0,12
MINI,Hardtop Cooper S,2017,44,Gasoline,6-Speed Manual,0,20784,189.0,31,858,3,1,8
BMW,X5 xDrive35i,2014,120,Gasoline,Transmission w/Dual Shift Mode,0,20000,300.0,4,1803,3,2,11
Mercedes-Benz,SL-Class SL 550,2013,72,Gasoline,7-Speed A/T,0,31450,429.0,36,1491,3,0,12
RAM,1500 Tradesman/Express,2017,72,Gasoline,8-Speed A/T,1,24200,395.0,44,17,3,0,8
BMW,135 i,2011,132,Gasoline,7-Speed A/T,0,11000,300.0,4,2,3,0,14
Hyundai,IONIQ 5 SE,2022,18,Electric,A/T,0,42000,320.0,19,881,2,0,3
Lexus,LS 430 Base,2002,42,Gasoline,A/T,1,15999,290.0,27,924,3,0,23
Jaguar,F-PACE S,2023,5,Gasoline,A/T,0,56998,232.0,21,695,3,0,2
BMW,M5 Base,2006,106,Gasoline,Transmission w/Dual Shift Mode,0,19500,500.0,4,982,3,2,19
Hyundai,Santa Fe SE,2022,14,Gasoline,8-Speed A/T,0,27450,213.0,19,1518,3,0,3
Ford,Expedition Timberline,2023,9,Gasoline,10-Speed A/T,1,77430,309.0,14,641,3,0,2
Chevrolet,Silverado 1500 LT Trail Boss,2021,49,Gasoline,10-Speed A/T,0,43666,339.0,9,1564,3,0,4
GMC,Sierra 1500 SLT,2021,11,Gasoline,A/T,0,70250,420.0,15,1545,3,0,4
Ford,Mustang Premium,2007,126,Gasoline,A/T,0,9000,210.0,14,1127,3,0,18
BMW,M5 Base,2008,78,Gasoline,7-Speed A/T,0,21000,500.0,4,982,3,0,17
Toyota,Tacoma SR,2020,27,Gasoline,6-Speed A/T,0,35000,278.0,53,1664,3,0,5
Porsche,Cayenne Base,2019,31,Gasoline,8-Speed A/T,0,80140,341.0,43,423,3,0,6
Ford,F-150 Lightning XLT,2023,208,Electric,A/T,0,89000,563.0,14,663,2,0,2
Dodge,Durango GT,2021,20,Gasoline,8-Speed A/T,0,32999,304.0,11,539,3,0,4
BMW,330e iPerformance,2018,45,Plug-In Hybrid,Transmission w/Dual Shift Mode,0,24995,247.0,4,49,5,2,7
GMC,Terrain Denali,2016,144,Gasoline,6-Speed A/T,0,18400,301.0,15,1686,3,0,9
Ford,Excursion Limited,2004,76,Diesel,5-Speed A/T,0,20500,325.0,14,627,0,0,21
Hyundai,Genesis 3.8,2015,61,Gasoline,8-Speed A/T,0,20150,311.0,19,801,3,0,10
Mitsubishi,Mirage ES,2017,36,Gasoline,A/T,0,8750,78.0,38,1078,3,0,8
Mercedes-Benz,E-Class E 350 4MATIC,2010,27,Gasoline,7-Speed A/T,0,22500,268.0,36,550,3,0,15
Mazda,Mazda3 i Sport,2015,162,Gasoline,Transmission w/Dual Shift Mode,0,11500,155.0,34,1063,3,2,10
BMW,M3 Base,2008,78,Gasoline,Manual,0,28500,414.0,4,970,3,1,17
Mercedes-Benz,E-Class E 350,2014,55,Gasoline,A/T,0,19250,302.0,36,549,3,0,11
Ford,Bronco Outer Banks Advanced,2022,12,Gasoline,10-Speed A/T,1,65999,315.0,14,324,3,0,3
Tesla,Model X 75D,2017,71,Electric,A/T,0,42250,518.0,52,1100,2,0,8
Jeep,Wrangler Unlimited Sport,2010,107,Gasoline,A/T,1,17500,205.0,22,1778,3,0,15
Honda,Pilot Elite,2021,43,Gasoline,9-Speed A/T,0,38998,309.0,17,1211,3,0,4
Acura,TL 3.2,2008,194,Gasoline,A/T,1,10000,258.0,0,1635,3,0,17
Lexus,IS 350 Base,2014,123,Gasoline,6-Speed A/T,1,18000,306.0,27,886,3,0,11
Chevrolet,Equinox LT,2011,130,Gasoline,6-Speed A/T,1,7000,264.0,9,598,3,0,14
Mitsubishi,Lancer DE,2009,143,Gasoline,5-Speed Manual,1,3000,152.0,38,940,3,1,16
Land,Rover LR2 Base,2015,112,Gasoline,6-Speed A/T,0,11995,240.0,26,1390,3,0,10
Audi,A5 2.0T Premium,2012,137,Gasoline,A/T,0,11000,211.0,3,176,3,0,13
Rivian,R1S Launch Edition,2023,299,Electric,1-Speed A/T,0,92500,835.0,45,1278,2,0,2
Lexus,RX 450h Base,2018,71,Hybrid,CVT Transmission,0,35700,308.0,27,1327,4,0,7
Chevrolet,Tahoe LT,2018,55,Gasoline,6-Speed A/T,0,37900,355.0,9,1671,3,0,7
Mercedes-Benz,G-Class G 550 4MATIC,2017,23,Gasoline,7-Speed A/T,0,84500,416.0,36,741,3,0,8
Cadillac,XTS Luxury,2013,152,Gasoline,A/T,1,8500,304.0,8,1860,3,0,12
INFINITI,Q50 3.0t Red Sport 400,2020,23,Gasoline,7-Speed A/T,0,36999,341.0,20,1239,3,0,5
Subaru,Outback 3.6R Limited,2016,87,Gasoline,A/T,1,19500,256.0,50,1169,3,0,9
Toyota,Avalon XLS,2004,91,Gasoline,A/T,0,5500,210.0,53,286,3,0,21
Chevrolet,Traverse RS,2021,44,Gasoline,9-Speed A/T,0,36000,310.0,9,1722,3,0,4
BMW,330 i,2021,26,Gasoline,Transmission w/Dual Shift Mode,0,37000,255.0,4,47,3,2,4
Karma,Revero Base,2018,21,Electric,A/T,0,55500,403.0,23,1356,2,0,7
Lexus,GX 460 Base,2021,39,Gasoline,A/T,0,51798,318.0,27,792,3,0,4
GMC,Sierra 2500 Base,2019,58,E85 Flex Fuel,A/T,0,36500,360.0,15,1547,1,0,6
Lexus,IS 250 Base,2013,148,Gasoline,6-Speed A/T,1,10000,204.0,27,883,3,0,12
Porsche,Panamera 2,2011,104,Gasoline,7-Speed A/T,0,20900,300.0,43,1183,3,0,14
BMW,535 i xDrive,2013,46,Gasoline,Transmission w/Dual Shift Mode,1,17000,306.0,4,103,3,2,12
Chevrolet,Silverado 2500 High Country,2022,19,Diesel,10-Speed A/T,0,74500,445.0,9,1574,0,0,3
Mercedes-Benz,AMG C 63 Base,2017,28,Gasoline,7-Speed A/T,0,55600,469.0,36,209,3,0,8
Jeep,Wrangler Sahara,1998,136,Gasoline,5-Speed Manual,0,6999,181.0,22,1769,3,1,27
Porsche,Boxster S,2005,95,Gasoline,6-Speed Manual,0,24900,280.0,43,315,3,1,20
BMW,M3 Base,2006,95,Gasoline,6-Speed Manual,1,42000,333.0,4,970,3,1,19
Chevrolet,Camaro LT1,2022,8,Gasoline,A/T,0,39998,464.0,9,403,3,0,3
BMW,535 i xDrive,2011,169,Gasoline,Transmission w/Dual Shift Mode,1,10999,300.0,4,103,3,2,14
RAM,1500 Laramie,2022,17,Gasoline,8-Speed A/T,0,46999,369.0,44,10,3,0,3
Chevrolet,Express 1500 Cargo,2004,152,Gasoline,A/T,1,7999,195.0,9,653,3,0,21
BMW,X7 xDrive40i,2020,46,Gasoline,Transmission w/Dual Shift Mode,0,54999,335.0,4,1815,3,2,5
BMW,X7 xDrive40i,2022,8,Hybrid,A/T,0,85000,335.0,4,1815,4,0,3
Chevrolet,Silverado 2500 LT,2016,84,E85 Flex Fuel,6-Speed A/T,0,36800,360.0,9,1575,1,0,9
GMC,Sierra 1500 Denali,2021,45,Gasoline,10-Speed A/T,1,56900,464.0,15,1538,3,0,4
Mitsubishi,Outlander SEL,2022,12,Gasoline,A/T,0,33000,181.0,38,1174,3,0,3
Ford,Shelby GT350 Base,2019,3,Gasoline,6-Speed Manual,0,91000,526.0,14,1531,3,1,6
MINI,Cooper Base,2010,58,Gasoline,6-Speed A/T,0,8000,118.0,31,494,3,0,15
Toyota,Prius Touring,2009,142,Hybrid,A/T,0,6999,76.0,53,1214,4,0,16
Cadillac,Escalade ESV Base,2007,192,Gasoline,A/T,1,9750,403.0,8,602,3,0,18
Audi,A6 2.0T Premium Plus,2016,63,Gasoline,A/T,1,19500,252.0,3,181,3,0,9
Chevrolet,Suburban 1500 LT,2008,163,Gasoline,Transmission Overdrive Switch,1,7200,320.0,9,1622,3,2,17
Jaguar,XK R,2012,38,Gasoline,6-Speed A/T,0,36949,510.0,21,1849,3,0,13
Porsche,911 Carrera GTS,2022,2,Gasoline,8-Speed A/T with Auto-Shift,0,179900,341.0,43,152,3,0,3
Ford,F-250 XLT,2022,36,Diesel,A/T,0,77535,422.0,14,681,0,0,3
Audi,A4 2.0T Premium,2011,91,Gasoline,A/T,1,8300,211.0,3,169,3,0,14
Cadillac,ATS 2.0L Turbo,2018,32,Gasoline,A/T,0,22999,272.0,8,238,3,0,7
Ford,Transit-350 Base,2019,95,Gasoline,6-Speed A/T,0,37000,275.0,14,1716,3,0,6
Mercedes-Benz,G-Class G 63 AMG,2014,50,Gasoline,A/T,0,72999,536.0,36,742,3,0,11
Jeep,Wrangler Sahara,2011,55,Gasoline,4-Speed A/T,1,35000,202.0,22,1769,3,0,14
BMW,M4 Base,2015,24,Gasoline,Transmission w/Dual Shift Mode,0,42800,425.0,4,976,3,2,10
Tesla,Model S P100D,2018,46,Electric,A/T,0,59500,518.0,52,1096,2,0,7
Maserati,Ghibli S GranLusso,2020,12,Gasoline,8-Speed A/T,0,52900,424.0,32,811,3,0,5
Pontiac,Firebird Trans Am,2001,64,Gasoline,6-Speed Manual,0,21000,310.0,42,711,3,1,24
Ford,Expedition XLT,2022,22,Gasoline,10-Speed A/T,0,57352,309.0,14,642,3,0,3
Tesla,Model X Long Range Plus,2021,47,Electric,A/T,0,69000,557.0,52,1103,2,0,4
Land,Rover Range Rover P400 SE SWB,2022,3,Hybrid,A/T,0,139500,395.0,26,1414,4,0,3
BMW,535 i xDrive,2011,135,Gasoline,8-Speed A/T,0,9999,300.0,4,103,3,0,14
BMW,428 i xDrive,2015,125,Gasoline,A/T,0,15000,240.0,4,66,3,0,10
Cadillac,Escalade ESV Platinum,2017,134,Gasoline,8-Speed A/T,0,32999,420.0,8,604,3,0,8
BMW,X5 xDrive35i,2014,143,Gasoline,8-Speed A/T,0,12999,300.0,4,1803,3,0,11
Lexus,GX 460 Premium,2017,83,Gasoline,A/T,0,31000,301.0,27,794,3,0,8
MINI,Countryman Cooper S ALL4,2016,92,Gasoline,6-Speed Manual,0,13999,181.0,31,517,3,1,9
Ford,F-150 XLT,2018,72,Gasoline,10-Speed A/T,0,35000,325.0,14,670,3,0,7
INFINITI,QX60 Base,2016,71,Gasoline,A/T,0,21500,265.0,20,1262,3,0,9
Lexus,RX 350 Base,2012,161,Gasoline,6-Speed A/T,0,15000,270.0,27,1320,3,0,13
Dodge,Charger Scat Pack,2020,40,Gasoline,8-Speed A/T,1,38000,485.0,11,459,3,0,5
Lexus,IS 350 Base,2017,77,Gasoline,6-Speed A/T,0,30000,306.0,27,886,3,0,8
